,brand,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
18627,BMW,7,88000,Dealer,Diesel,Automatic,18.88,1995,184,5,2250000
18628,BMW,4,32000,Dealer,Diesel,Automatic,22.48,1995,187.74,5,3150000
18629,Maruti,5,20000,Individual,Diesel,Manual,24.3,1248,88.5,5,900000
18630,Honda,3,15000,Dealer,Diesel,Manual,27.3,1498,98.6,5,700000
18631,Maruti,3,18600,Individual,Petrol,Manual,22,1197,81.8,5,520000
18632,Audi,9,85250,Dealer,Diesel,Automatic,16.55,1968,140,5,1295000
18633,Maruti,3,60000,Individual,Petrol,Manual,21.4,1197,83.1,5,710000
18634,Land Rover,7,61000,Dealer,Diesel,Automatic,12.65,2993,296,5,5700000
18635,Volkswagen,4,26000,Dealer,Petrol,Manual,16.47,1198,74,5,680000
18636,Volkswagen,5,72000,Dealer,Diesel,Manual,20.14,1498,88,5,650000
18637,Hyundai,6,72600,Individual,Petrol,Manual,17.01,1591,121.4,5,525000
18638,Renault,5,14183,Dealer,Petrol,Manual,22.3,799,53.26,5,395000
18641,Maruti,7,14800,Dealer,Petrol,Manual,21.21,1197,81.8,5,495000
18642,BMW,1,15000,Dealer,Diesel,Automatic,18.59,2993,261.49,5,5400000
18643,Hyundai,11,90000,Individual,Petrol,Manual,20.36,1197,78.9,5,150000
18644,Jaguar,9,105000,Dealer,Diesel,Automatic,14.74,2993,270.9,5,1900000
18645,Honda,5,77694,Dealer,Petrol,Manual,17.8,1497,117.3,5,795000
18647,Toyota,5,32000,Dealer,Diesel,Manual,14.24,2755,174.5,7,2600000
18649,Honda,12,76000,Dealer,Petrol,Automatic,13.9,1799,130.2,5,325000
18651,Honda,3,60000,Individual,Diesel,Manual,25.8,1498,98.6,5,667000
18652,Skoda,3,17000,Dealer,Petrol,Manual,15,1598,103.5,5,775000
18654,Maruti,10,90000,Individual,CNG,Manual,26.2,998,58.2,5,280000
18655,Audi,5,35000,Dealer,Diesel,Automatic,18.53,1968,187.74,5,3125000
18656,Maruti,5,57000,Dealer,Diesel,Manual,24.52,1248,88.5,7,590000
18657,Honda,13,90000,Individual,Petrol,Automatic,12.9,1799,130,5,500000
18658,Mahindra,10,75000,Dealer,Diesel,Manual,13.6,2523,63,7,350000
18660,Hyundai,6,59000,Dealer,Diesel,Manual,20.5,1582,126.2,5,790000
18661,Maruti,12,26000,Individual,Petrol,Manual,18.9,998,67.1,5,150000
18663,Hyundai,14,44000,Dealer,Petrol,Manual,17.92,1086,62.1,5,245000
18665,Hyundai,2,28000,Individual,Diesel,Manual,22,1582,126.2,5,1080000
18667,Maruti,4,19000,Dealer,Petrol,Manual,20.4,1197,81.8,5,625000
18668,Land Rover,8,51000,Dealer,Diesel,Automatic,12.7,2179,187.7,5,4900000
18669,Maruti,9,112000,Individual,Diesel,Manual,23.4,1248,74,5,550000
18670,Maruti,4,61000,Dealer,Diesel,Manual,24.3,1248,88.5,5,945000
18671,Maruti,5,60000,Dealer,Diesel,Manual,28.09,1248,88.5,5,730000
18672,Maruti,3,15000,Dealer,Petrol,Automatic,21.4,1197,83.1,5,775000
18673,Hyundai,7,24000,Dealer,Petrol,Automatic,18.9,1197,81.86,5,455000
18674,Toyota,4,43000,Individual,Diesel,Manual,13.68,2393,147.8,7,1375000
18675,Hyundai,4,34004,Dealer,Petrol,Manual,18.6,1197,81.83,5,690000
18676,Toyota,3,17000,Dealer,Petrol,Manual,17.18,1496,105.94,5,1025000
18678,Hyundai,6,19526,Dealer,Petrol,Manual,18.9,1197,81.86,5,540000
18679,Toyota,11,195000,Individual,Diesel,Manual,12.8,2494,102,8,480000
18680,Maruti,3,14506,Dealer,Petrol,Automatic,22,1197,81.8,5,765000
18681,Maruti,2,25000,Individual,Petrol,Manual,21.4,1197,83.1,5,736000
18682,Maruti,7,70000,Individual,Petrol,Manual,20.51,998,67.04,5,325000
18685,Volkswagen,10,63000,Dealer,Petrol,Manual,16.47,1198,73.9,5,250000
18686,Maruti,5,63581,Dealer,Petrol,Manual,20.85,1197,83.14,5,575000
18687,Renault,3,25000,Individual,Petrol,Manual,25.17,799,53.3,5,330000
18689,Hyundai,11,100000,Dealer,Petrol,Manual,20.36,1197,78.9,5,170000
18690,Skoda,8,85500,Individual,Diesel,Manual,20.5,1598,103.5,5,270000
18691,Volkswagen,5,78000,Dealer,Petrol,Automatic,17.21,1197,103.5,5,725000
18692,Maruti,6,35020,Dealer,Diesel,Manual,24.2,1498,93.87,7,740000
18693,Hyundai,11,68000,Dealer,Petrol,Automatic,16.95,1197,78.9,5,325000
18694,Hyundai,2,10000,Individual,Petrol,Manual,18.9,1197,81.86,5,540000
18695,Maruti,12,20000,Individual,Petrol,Manual,18.9,1061,67,5,200000
18696,Maruti,3,10503,Trustmark Dealer,Petrol,Automatic,20.89,1197,81.8,5,535000
18697,Honda,4,12729,Dealer,Petrol,Manual,17.14,1497,117.6,5,1138000
18698,Mahindra,5,72643,Dealer,Diesel,Manual,25.32,1198,77,5,475000
18699,Maruti,6,25000,Individual,Petrol,Manual,20.51,998,67.06,5,375000
18700,Honda,15,89000,Dealer,Petrol,Manual,17.7,1497,78,5,135000
18701,Hyundai,4,7900,Dealer,Petrol,Manual,15.29,1591,121.3,5,1175000
18702,Mercedes-Benz,4,45425,Dealer,Diesel,Automatic,19.27,2143,167.62,5,3375000
18703,Volkswagen,6,95000,Dealer,Diesel,Manual,20.14,1498,88.8,5,555000
18704,Hyundai,9,100000,Individual,Diesel,Manual,22.32,1582,126.3,5,400000
18705,Hyundai,2,10000,Individual,Petrol,Manual,18.9,1197,81.86,5,530000
18706,Maruti,9,25000,Individual,Petrol,Manual,20.92,998,67.1,5,270000
18707,Volkswagen,8,110000,Individual,Diesel,Manual,20.54,1598,103.6,5,350000
18708,Honda,4,30000,Dealer,Petrol,Manual,18.7,1199,88.7,5,550000
18709,Audi,11,30000,Dealer,Petrol,Automatic,8.5,4163,349.5,5,2200000
18711,Maruti,4,63000,Individual,Diesel,Manual,24.52,1248,88.5,7,750000
18713,Renault,5,43811,Dealer,Diesel,Manual,19.87,1461,83.8,5,890000
18714,Hyundai,6,56490,Dealer,Diesel,Manual,22.54,1396,88.73,5,525000
18715,Maruti,7,19000,Dealer,Petrol,Manual,22.74,796,47.3,5,325000
18716,Hyundai,11,100000,Individual,Petrol,Manual,17,1197,80,5,200000
18717,Volkswagen,7,78000,Dealer,Diesel,Manual,20.14,1498,88.8,5,450000
18718,Honda,9,58000,Dealer,Petrol,Manual,17,1497,118,5,575000
18724,Maruti,12,70000,Individual,Petrol,Manual,18.9,1061,67,5,134000
18725,Hyundai,5,27471,Dealer,Petrol,Automatic,18.9,1197,82,5,480000
18727,Toyota,8,75000,Dealer,Diesel,Manual,12.8,2494,102,7,650000
18728,Volkswagen,9,104233,Dealer,Diesel,Manual,22.07,1199,73.9,5,380000
18731,Maruti,7,51000,Dealer,Petrol,Manual,16.02,1373,93.7,7,625000
18733,Hyundai,8,71236,Dealer,Petrol,Manual,20.36,1197,78.9,5,310000
18735,Maruti,3,21052,Trustmark Dealer,Petrol,Automatic,19.12,1373,91.1,5,885000
18736,Volkswagen,7,68000,Individual,Petrol,Manual,15.04,1598,103.2,5,440000
18737,Maruti,3,40000,Individual,Petrol,Manual,20.51,998,67.04,5,430000
18738,Maruti,5,90000,Individual,Diesel,Manual,24.3,1248,88.5,5,735000
18739,ISUZU,4,47000,Dealer,Diesel,Automatic,13.8,2999,175,7,1900000
18740,Hyundai,4,9687,Dealer,Petrol,Manual,18.9,1197,82,5,560000
18741,Maruti,8,80000,Individual,Diesel,Manual,23.4,1248,74,5,400000
18742,Maruti,5,25000,Individual,Petrol,Automatic,23.1,998,67.04,5,480000
18743,Mercedes-Benz,5,44000,Dealer,Diesel,Automatic,19.27,2143,167.62,5,2675000
18744,Tata,2,20000,Individual,Petrol,Manual,17,1198,108.5,5,675000
18745,Maruti,5,50000,Dealer,Diesel,Manual,26.59,1248,74,5,655000
18748,Volkswagen,9,56527,Dealer,Petrol,Manual,15.04,1598,103.6,5,500000
18749,Maruti,1,10000,Individual,Petrol,Manual,23.26,1197,88.5,5,550000
18750,Honda,5,56210,Dealer,Petrol,Manual,17.8,1497,117.3,5,715000
18753,Maruti,12,80000,Individual,Petrol,Manual,19.7,796,46.3,5,215000
18754,Toyota,3,17000,Dealer,Petrol,Manual,17.18,1496,105.94,5,1000000
18755,Honda,9,57000,Dealer,Petrol,Manual,16.7,1198,88.8,5,325000
18758,Ford,3,30000,Individual,Diesel,Manual,23,1498,98.96,5,765000
18759,Volkswagen,3,36000,Dealer,Diesel,Manual,20.14,1498,88,5,790000
18760,Hyundai,2,16000,Dealer,Petrol,Manual,18.6,1197,81.83,5,660000
18761,Mercedes-Benz,15,78000,Dealer,Petrol,Automatic,10.5,1796,157.7,5,500000
18762,Maruti,4,35000,Dealer,Diesel,Automatic,28.4,1248,74,5,825000
18763,Renault,4,40000,Individual,Petrol,Automatic,14.99,1498,104.5,5,900000
18764,Honda,8,28802,Dealer,Petrol,Automatic,15.5,1198,86.7,5,450000
18765,Hyundai,11,40685,Dealer,Petrol,Manual,20.36,1197,78.9,5,270000
18766,Honda,6,55937,Dealer,Petrol,Manual,18.7,1199,88.7,5,635000
18767,Skoda,9,81131,Dealer,Diesel,Manual,17.2,1968,138.1,5,630000
18768,Honda,17,87000,Dealer,Petrol,Automatic,13.7,1997,153.86,5,450000
18769,Maruti,5,40775,Dealer,Petrol,Manual,23.1,998,67.04,5,445000
18770,Audi,8,45000,Dealer,Diesel,Automatic,17.68,1968,174.33,5,1390000
18771,Tata,3,70000,Individual,Diesel,Manual,21.5,1497,108.5,5,733000
18772,Mercedes-Benz,3,25550,Dealer,Diesel,Automatic,10,2148,170,5,4450000
18773,Hyundai,4,100000,Individual,Diesel,Manual,21.38,1396,88.7,5,800000
18775,Maruti,5,50000,Dealer,Diesel,Manual,25.2,1248,74,5,640000
18776,Hyundai,2,9500,Dealer,Diesel,Manual,23.7,1396,88.7,5,1075000
18777,Toyota,6,70000,Individual,Diesel,Manual,12.99,2494,100.6,7,1500000
18778,Hyundai,8,74947,Dealer,Petrol,Manual,18.5,1197,82.9,5,495000
18779,Hyundai,6,5000,Individual,Petrol,Manual,18.9,1197,82,5,399000
18780,Maruti,1,5000,Individual,Petrol,Manual,21.7,998,67,5,550000
18781,Hyundai,5,45000,Dealer,Petrol,Manual,18.9,1197,82,5,550000
18782,Hyundai,5,64500,Individual,Diesel,Manual,22.54,1396,88.73,5,749000
18783,Maruti,6,70000,Individual,Diesel,Manual,26.59,1248,74,5,500000
18784,Toyota,4,54226,Dealer,Diesel,Manual,13.68,2393,147.8,7,1700000
18787,Tata,2,10000,Individual,Petrol,Automatic,17,1198,108.5,5,700000
18788,Jaguar,9,110000,Dealer,Diesel,Automatic,14.74,2993,270.9,5,2250000
18790,Maruti,7,67532,Dealer,CNG,Manual,26.6,998,58.16,5,315000
18793,Audi,11,86000,Dealer,Diesel,Automatic,12.4,2698,179.5,5,1100000
18794,Volkswagen,8,100000,Dealer,Diesel,Manual,20.34,1498,103.2,5,399000
18796,Hyundai,2,1200,Dealer,Petrol,Manual,18.9,1197,81.86,5,611000
18797,Maruti,3,15000,Individual,Petrol,Manual,22,1197,81.8,5,729000
18798,Hyundai,4,32200,Dealer,Petrol,Automatic,17.1,1591,121.4,5,945000
18799,Volkswagen,5,31000,Dealer,Petrol,Manual,16.47,1198,74,5,685000
18800,Maruti,8,90000,Dealer,Diesel,Manual,22.9,1248,74,5,525000
18801,Honda,11,90000,Individual,Petrol,Manual,17,1497,118,5,300000
18802,Maruti,5,100000,Individual,Petrol,Automatic,23.1,998,67.04,5,400000
18805,Ford,8,46584,Dealer,Petrol,Manual,15.6,1196,70,5,325000
18807,Maruti,5,62000,Dealer,Diesel,Manual,28.09,1248,88.5,5,725000
18809,Hyundai,8,81000,Dealer,Petrol,Automatic,17.1,1591,121.4,5,425000
18810,Maruti,3,33000,Dealer,Petrol,Automatic,19.12,1373,91.1,5,945000
18813,Honda,2,18005,Dealer,Petrol,Automatic,18.1,1199,88.7,5,785000
18814,Hyundai,9,15000,Individual,Petrol,Manual,20.36,1197,78.9,5,220000
18815,BMW,5,48530,Dealer,Diesel,Automatic,18.12,1995,190,5,3375000
18817,Honda,12,63000,Individual,Petrol,Manual,17,1497,118,5,260000
18819,Land Rover,6,56000,Dealer,Diesel,Automatic,12.7,2179,187.7,5,3700000
18820,Maruti,8,32000,Dealer,Petrol,Manual,23.95,998,67.05,5,240000
18821,Maruti,4,54000,Dealer,Petrol,Manual,21.4,1197,83.1,5,580000
18822,Hyundai,9,53000,Dealer,Diesel,Manual,21.9,1396,90,5,385000
18824,Mahindra,4,110000,Individual,Diesel,Manual,15.4,1997,120,7,800000
18825,Maruti,4,45000,Dealer,Diesel,Manual,24.3,1248,88.5,5,945000
18826,Hyundai,12,80000,Individual,Petrol,Manual,20.36,1197,78.9,5,130000
18827,Datsun,6,27000,Dealer,Petrol,Manual,19.44,1198,67,7,295000
18828,Toyota,4,20000,Individual,Diesel,Automatic,15.04,2755,174.5,7,3300000
18829,Toyota,3,65000,Dealer,Diesel,Automatic,12.9,2755,174.5,7,2800000
18830,Hyundai,8,65000,Dealer,Diesel,Manual,21.9,1396,88.76,5,475000
18831,Ford,8,97358,Dealer,Diesel,Manual,20,1399,68.05,5,365000
18832,Mahindra,8,40000,Individual,Diesel,Manual,14,2523,75,8,550000
18834,Maruti,14,60000,Individual,Petrol,Manual,19.7,796,46.3,5,80000
18836,Maruti,3,57000,Dealer,CNG,Manual,32.52,998,58.33,5,435000
18837,Maruti,4,43318,Dealer,Petrol,Automatic,19.56,1197,81.8,5,750000
18838,Maruti,5,6800,Individual,Petrol,Manual,24.7,796,47.3,5,300000
18839,Hyundai,4,32000,Dealer,Petrol,Automatic,13,1591,121.3,5,1125000
18840,Maruti,10,32000,Dealer,Petrol,Manual,20.92,998,67.1,5,200000
18841,BMW,10,63000,Dealer,Diesel,Automatic,18.48,1995,177,5,1590000
18842,Toyota,2,38000,Individual,Diesel,Manual,13.68,2393,147.8,8,1700000
18843,Hyundai,3,32300,Individual,Diesel,Manual,21.19,1396,88.73,5,800000
18844,Hyundai,3,69000,Dealer,Diesel,Manual,22,1582,126.2,5,1200000
18845,Hyundai,5,57000,Individual,Diesel,Manual,22.54,1396,88.73,5,530000
18846,Honda,5,46000,Dealer,Diesel,Manual,26,1498,98.6,5,650000
18847,Maruti,4,40000,Individual,Petrol,Automatic,17.03,1373,91.1,7,720000
18848,Hyundai,11,70000,Individual,Petrol,Manual,20.36,1197,78.9,5,300000
18849,Maruti,4,20920,Dealer,Petrol,Manual,24.7,796,47.3,5,310000
18850,Hyundai,3,40000,Dealer,Petrol,Automatic,14.62,1999,149.92,5,1600000
18851,Mahindra,6,85000,Individual,Diesel,Manual,16,2179,140,7,1300000
18852,BMW,10,75100,Dealer,Diesel,Automatic,13.2,1995,170,5,1025000
18853,Hyundai,10,54000,Dealer,Petrol,Manual,17.1,1591,121.3,5,451000
18854,Mahindra,6,86000,Dealer,Diesel,Manual,16,2179,140,7,1175000
18855,Renault,7,80000,Individual,Diesel,Manual,19.01,1461,108.45,5,710000
18856,Hyundai,4,33000,Dealer,Petrol,Manual,15.8,1591,121.3,5,1140000
18858,Hyundai,6,51000,Dealer,Diesel,Manual,21.38,1396,88.7,5,910000
18859,Hyundai,6,31500,Individual,Petrol,Manual,17.01,1591,121.3,5,600000
18860,Honda,6,35380,Dealer,Diesel,Manual,27.3,1498,98.6,5,660000
18861,Toyota,8,95000,Dealer,Diesel,Manual,12.99,2494,100.6,8,925000
18862,Volkswagen,6,62000,Dealer,Diesel,Manual,20.14,1498,88,5,675000
18865,BMW,2,15000,Dealer,Diesel,Automatic,20.68,1995,188,5,3250000
18866,Honda,5,27000,Individual,Petrol,Manual,17.8,1497,117.3,5,650000
18867,Maruti,8,70000,Individual,Diesel,Manual,23.4,1248,74,5,600000
18869,Maruti,2,1500,Individual,Petrol,Manual,15.37,1196,73,5,380000
18870,Honda,5,44480,Dealer,Petrol,Automatic,19,1199,88.7,5,625000
18871,Honda,8,57000,Dealer,Petrol,Automatic,18.1,1199,88.7,5,425000
18872,Mercedes-Benz,17,126000,Dealer,Diesel,Automatic,11,2987,198.5,5,315000
18873,Maruti,4,20000,Individual,Petrol,Automatic,23.1,998,67.04,5,450000
18874,Honda,6,90000,Individual,Petrol,Automatic,18,1497,117.3,5,750000
18875,Honda,11,80000,Individual,Petrol,Automatic,16.8,1497,118,5,400000
18877,Honda,6,19567,Dealer,Petrol,Manual,18.7,1199,88.7,5,575000
18879,Maruti,5,60000,Individual,Petrol,Manual,21.4,1197,83.1,5,500000
18881,Maruti,7,39800,Dealer,Petrol,Automatic,23.1,998,67.04,5,375000
18882,Hyundai,9,58500,Dealer,Petrol,Automatic,16.95,1197,78.9,5,325000
18886,Maruti,3,33000,Dealer,Petrol,Manual,20.89,1197,81.8,5,550000
18887,Tata,3,12000,Dealer,Diesel,Manual,21.5,1497,108.5,5,821000
18888,Maruti,16,91000,Dealer,Petrol,Manual,19.7,796,46.3,5,125000
18890,Maruti,4,9000,Dealer,Petrol,Manual,23.95,998,67.05,5,335000
18891,Maruti,7,26000,Dealer,Petrol,Automatic,23.1,998,67.04,5,460000
18892,Mercedes-Benz,6,35000,Dealer,Petrol,Automatic,14.74,1991,181.04,5,2250000
18893,Renault,5,40087,Dealer,Petrol,Manual,23.01,999,67,5,310000
18894,Renault,3,50000,Individual,Petrol,Manual,25.17,799,53.3,5,300000
18896,Maruti,5,48782,Dealer,Diesel,Manual,20.77,1248,88.8,7,890000
18897,Maruti,4,70000,Individual,Diesel,Manual,24.3,1248,88.5,5,680000
18898,Maruti,1,18000,Dealer,Petrol,Manual,21.21,1197,81.8,5,800000
18900,Ford,6,100000,Individual,Diesel,Manual,25.83,1498,99,5,400000
18901,Maruti,5,27521,Dealer,Petrol,Automatic,23.1,998,67.04,5,455000
18902,Maruti,12,40000,Individual,Petrol,Manual,17.5,1197,85.8,5,290000
18903,Skoda,3,37000,Dealer,Diesel,Automatic,18.19,1968,174.5,5,2499000
18904,Toyota,3,68000,Dealer,Diesel,Automatic,15.04,2755,174.5,7,3000000
18905,Honda,8,70000,Individual,Diesel,Manual,25.8,1498,98.6,5,400000
18908,Hyundai,4,90000,Individual,Petrol,Manual,15.29,1591,121.3,5,1180000
18909,Honda,2,1923,Dealer,Petrol,Automatic,16.5,1799,139.46,5,2200000
18910,Volkswagen,5,24000,Dealer,Petrol,Automatic,17.2,1197,103.6,5,700000
18911,Honda,7,60568,Dealer,Petrol,Manual,17.4,1497,117.6,5,650000
18912,Maruti,5,29000,Individual,Petrol,Automatic,20.51,998,67,5,365000
18913,Tata,3,23962,Dealer,Petrol,Automatic,17,1198,108.5,5,875000
18918,Maruti,3,27000,Dealer,Diesel,Manual,28.09,1248,88.5,5,965000
18919,Maruti,4,55000,Dealer,Diesel,Manual,27.39,1248,74,5,675000
18920,Maruti,3,28900,Dealer,Diesel,Automatic,24.3,1248,88.5,5,895000
18921,Skoda,7,72000,Dealer,Diesel,Manual,20.5,1598,103.5,5,485000
18923,Maruti,6,15000,Dealer,Petrol,Manual,23.1,998,67.04,5,475000
18928,Renault,6,66000,Dealer,Diesel,Manual,20.46,1461,83.8,5,625000
18929,Maruti,13,73000,Dealer,Diesel,Manual,17.8,1248,75,5,250000
18930,Honda,5,49590,Dealer,Petrol,Manual,17.8,1497,117.3,5,725000
18933,Mahindra,15,122524,Dealer,Diesel,Manual,12.05,2179,120,8,265000
18934,Skoda,9,100000,Individual,Petrol,Manual,15,1598,103.6,5,300000
18935,Hyundai,6,50000,Individual,Diesel,Manual,22.54,1396,88.73,5,680000
18936,Honda,12,66000,Dealer,Petrol,Manual,13.5,1799,130,5,275000
18937,Hyundai,11,80000,Individual,Petrol,Manual,20.36,1197,78.9,5,180000
18938,Maruti,6,20000,Individual,Petrol,Manual,20.85,1197,83.14,5,520000
18939,Volkswagen,4,28000,Dealer,Petrol,Automatic,17.21,1197,103.6,5,860000
18940,Hyundai,10,47000,Dealer,Diesel,Automatic,22.32,1582,126.32,5,450000
18941,Maruti,2,50000,Individual,CNG,Manual,31.79,998,58.33,5,390000
18942,Maruti,6,50000,Individual,Petrol,Automatic,23.1,998,67.04,5,400000
18944,Audi,4,28049,Dealer,Diesel,Automatic,18.25,1968,187.74,5,3100000
18945,Ford,3,43266,Dealer,Petrol,Manual,18.16,1196,86.8,5,620000
18946,Maruti,4,27232,Dealer,Petrol,Manual,21.1,998,100.5,5,695000
18947,Maruti,3,51000,Dealer,Diesel,Manual,24.3,1248,88.5,5,799000
18948,Hyundai,7,100000,Individual,Petrol,Manual,18.6,1197,81.83,5,515000
18949,Hyundai,4,7900,Dealer,Petrol,Manual,15.29,1591,121.3,5,1175000
18950,Hyundai,5,78000,Dealer,Diesel,Manual,23.9,1582,126.2,5,751000
18951,Maruti,7,60000,Dealer,Petrol,Manual,22.74,796,47.3,5,265000
18952,Audi,9,40000,Dealer,Diesel,Automatic,17.11,1968,174.33,5,1265000
18953,Maruti,5,80000,Individual,Diesel,Manual,26.59,1248,74,5,550000
18954,Maruti,11,70000,Dealer,Petrol,Manual,19.7,796,46.3,5,245000
18955,Mercedes-Benz,9,63000,Dealer,Petrol,Automatic,13,2987,210,5,1999000
18956,Maruti,4,21000,Dealer,Petrol,Manual,20.73,1373,91.1,5,725000
18957,Hyundai,3,28061,Dealer,Petrol,Automatic,15,1396,100,5,825000
18958,Hyundai,6,58000,Dealer,Diesel,Manual,22.54,1396,88.73,5,490000
18959,Ford,7,61000,Dealer,Petrol,Manual,15.8,1499,110,5,530000
18960,Maruti,4,30000,Individual,Diesel,Manual,24.3,1248,88.5,5,850000
18961,Maruti,6,70000,Individual,Petrol,Manual,23.95,998,67.1,5,300000
18963,Maruti,4,35000,Individual,Petrol,Manual,21.21,1197,81.8,5,700000
18964,Maruti,6,40000,Individual,Petrol,Automatic,23.1,998,67.04,5,400000
18965,BMW,7,48000,Dealer,Diesel,Automatic,16.46,2993,258,5,3350000
18966,Toyota,10,140000,Dealer,Diesel,Manual,11.5,2982,171,7,925000
18967,Datsun,6,56000,Dealer,Petrol,Manual,19.44,1198,67,7,395000
18968,Ford,5,20000,Individual,Petrol,Manual,15.85,1499,110.4,5,620000
18969,Hyundai,9,80000,Dealer,Petrol,Manual,17,1197,80,5,350000
18970,Maruti,7,30000,Individual,Petrol,Manual,23.95,998,67.05,5,250000
18972,Hyundai,3,12000,Dealer,Petrol,Automatic,17.4,1197,81.86,5,890000
18973,Volkswagen,4,23000,Dealer,Petrol,Automatic,18.19,1197,103.2,5,840000
18974,Maruti,11,80000,Dealer,Petrol,Manual,20.92,998,67.1,5,160000
18975,Toyota,3,80000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,2225000
18976,Maruti,4,66807,Dealer,CNG,Manual,26.2,998,58.2,5,410000
18978,Datsun,5,64968,Dealer,Petrol,Manual,22.7,799,53.64,5,250000
18979,BMW,8,63000,Dealer,Diesel,Automatic,14.49,2993,258,5,2250000
18981,Ford,7,63000,Dealer,Diesel,Manual,20,1399,68.05,5,450000
18982,Mahindra,7,155000,Individual,Diesel,Manual,12.05,2179,120,8,590000
18983,Hyundai,2,14000,Dealer,Petrol,Manual,18.6,1197,81.83,5,880000
18984,Volkswagen,10,42722,Dealer,Diesel,Manual,20.54,1598,103.6,5,525000
18985,Audi,8,68800,Dealer,Diesel,Automatic,17.68,1968,174.33,5,1775000
18986,Maruti,3,13422,Dealer,Petrol,Automatic,21.4,1197,83.1,5,793000
18987,Maruti,7,70000,Individual,Diesel,Manual,20.77,1248,88.76,7,500000
18988,Maruti,2,11564,Dealer,Petrol,Manual,20.73,1373,91.1,5,895000
18989,Honda,5,56964,Dealer,Diesel,Manual,25.8,1498,98.6,5,525000
18990,Mahindra,3,57000,Dealer,Diesel,Manual,15.4,1997,120,7,1035000
18991,Maruti,6,54000,Dealer,Diesel,Manual,28.4,1248,74,5,585000
18992,Mercedes-Benz,9,60000,Individual,Petrol,Automatic,11.74,1796,186,5,1060000
18993,Audi,7,73000,Dealer,Diesel,Automatic,17.68,1968,174.33,5,1750000
18994,Hyundai,11,67000,Dealer,Petrol,Manual,20.35,1197,81.86,5,395000
18996,Hyundai,9,72000,Dealer,Diesel,Manual,22.32,1582,126.32,5,350000
18999,Tata,8,90000,Dealer,Diesel,Manual,14,2179,138.1,7,490000
19000,Maruti,10,70000,Individual,Petrol,Manual,18.9,998,67.1,5,185000
19001,Honda,5,50000,Individual,Petrol,Manual,17.8,1497,117.3,5,600000
19002,Maruti,11,80000,Individual,Petrol,Manual,18.9,998,67.1,5,163000
19003,Maruti,4,32000,Dealer,Diesel,Manual,26.8,1248,74,5,545000
19005,Hyundai,9,70000,Individual,Diesel,Manual,23.5,1396,88.7,5,475000
19006,Ford,6,57000,Dealer,Diesel,Manual,22.7,1498,89.84,5,735000
19008,Hyundai,6,52000,Dealer,Diesel,Manual,21.19,1396,88.73,5,600000
19010,Hyundai,9,60795,Dealer,Diesel,Manual,22.32,1582,126.3,5,635000
19011,Maruti,2,23400,Dealer,Petrol,Manual,21.63,998,67.05,5,515000
19012,Maruti,3,35112,Dealer,Petrol,Manual,24.7,796,47.3,5,359000
19014,Mahindra,4,17000,Dealer,Petrol,Manual,18.15,1198,82,6,729000
19015,Skoda,7,36803,Dealer,Petrol,Automatic,13.7,1798,157.75,5,1125000
19016,Mercedes-Benz,8,66000,Dealer,Diesel,Automatic,14.84,2143,167.62,5,1475000
19017,Maruti,8,90000,Individual,Petrol,Manual,20.92,998,67.1,5,220000
19018,Hyundai,7,73000,Dealer,Diesel,Manual,24,1120,70,5,335000
19019,BMW,10,32000,Dealer,Diesel,Automatic,22.69,1995,190,5,880000
19021,Mercedes-Benz,6,57000,Dealer,Diesel,Automatic,13,2143,201.1,5,2850000
19022,Maruti,3,20000,Individual,Petrol,Manual,15.37,1196,73,5,350000
19023,Honda,12,120000,Individual,Petrol,Manual,17,1497,118,5,350000
19024,Maruti,4,31000,Dealer,Petrol,Manual,21.63,998,67.04,5,499000
19025,Mercedes-Benz,9,65000,Dealer,Petrol,Automatic,11.7,1796,178,5,1225000
19026,Ford,9,40000,Dealer,Diesel,Manual,20,1399,68,5,395000
19028,Maruti,3,36000,Dealer,CNG,Manual,15.1,1196,73,5,435000
19029,Volkswagen,8,54000,Dealer,Petrol,Automatic,17.2,1197,103.6,5,525000
19030,Maruti,16,50000,Individual,Petrol,Manual,18.9,998,67.1,5,75000
19031,Renault,5,23500,Dealer,Petrol,Manual,25.17,799,53.3,5,375000
19032,Maruti,11,40000,Dealer,Petrol,Manual,19.7,796,46.3,5,265000
19033,Maruti,3,15833,Dealer,Petrol,Automatic,20.89,1197,81.8,5,625000
19034,Maruti,3,43071,Dealer,Diesel,Manual,28.4,1248,74,5,750000
19035,Maruti,6,150000,Individual,Diesel,Manual,20.77,1248,88.76,7,530000
19036,Volkswagen,5,39428,Dealer,Petrol,Automatic,16.93,1197,103.2,5,651000
19037,Volkswagen,8,44000,Dealer,Petrol,Manual,15.04,1598,103.6,5,395000
19038,Honda,5,40000,Individual,Petrol,Automatic,19,1199,88.7,5,650000
19039,Maruti,5,78950,Dealer,CNG,Manual,30.46,796,47.3,5,299000
19040,Renault,6,30000,Individual,Petrol,Manual,25.17,799,53.3,5,315000
19042,Hyundai,3,40000,Individual,Diesel,Automatic,17.01,1582,126.2,5,1250000
19043,Honda,15,100000,Individual,Petrol,Manual,13.5,1799,130,5,120000
19044,Volkswagen,3,26300,Dealer,Diesel,Manual,22.27,1498,108.6,5,1100000
